group	Group1	Group2	Group1_genes	Group1_total	Group2_genes	Group2_total	Group	p_value	fdr	Pathway_Info	Level1	Level2
wolf_VS_human	wolf	human	622524	32027002	1309614	68926211	wolf	3.17E-50	5.15E-47	Ribosome biogenesis	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	15326	32027002	26696	68926211	wolf	8.49E-95	1.64E-91	Ribosome biogenesis in eukaryotes	Genetic Information Processing	Translation
wolf_VS_human	wolf	human	1	32027002	64	68926211	wolf	1.15E-09	1.08E-06	SNARE interactions in vesicular transport	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_human	wolf	human	4689	32027002	24899	68926211	wolf	0	0	Salivary secretion	Organismal Systems	Digestive system
wolf_VS_human	wolf	human	77577	32027002	254621	68926211	wolf	0	0	Salmonella infection	Human Diseases	Infectious disease: bacterial
wolf_VS_human	wolf	human	21201	32027002	54840	68926211	wolf	1.66E-117	3.36E-114	Secondary bile acid biosynthesis	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	1754	32027002	4863	68926211	wolf	2.12E-20	2.65E-17	Secondary metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
wolf_VS_human	wolf	human	328244	32027002	735281	68926211	wolf	2.45E-82	4.56E-79	Secretion system	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_human	wolf	human	83117	32027002	190976	68926211	wolf	1.81E-56	3.07E-53	Selenocompound metabolism	Metabolism	Metabolism of other amino acids
wolf_VS_human	wolf	human	655	32027002	552	68926211	wolf	1.49E-58	2.56E-55	Serotonergic synapse	Organismal Systems	Nervous system
wolf_VS_human	wolf	human	10852	32027002	15089	68926211	wolf	5.14E-256	1.23E-252	Shigellosis	Human Diseases	Infectious disease: bacterial
wolf_VS_human	wolf	human	37	32027002	477	68926211	wolf	1.99E-41	3.06E-38	Signaling pathways regulating pluripotency of stem cells	Cellular Processes	Cellular community - eukaryotes
wolf_VS_human	wolf	human	45915	32027002	116208	68926211	wolf	9.43E-195	2.14E-191	Signaling proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
wolf_VS_human	wolf	human	184	32027002	224	68926211	wolf	1.87E-08	1.64E-05	Small cell lung cancer	Human Diseases	Cancer: specific types
wolf_VS_human	wolf	human	35101	32027002	93282	68926211	wolf	1.00E-256	2.39E-253	Sphingolipid metabolism	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	367	32027002	2133	68926211	wolf	1.56E-85	2.93E-82	Sphingolipid signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	2790	32027002	2610	68926211	wolf	1.24E-201	2.84E-198	Spinocerebellar ataxia	Human Diseases	Neurodegenerative disease
wolf_VS_human	wolf	human	86	32027002	527	68926211	wolf	6.19E-24	8.14E-21	Spliceosome	Genetic Information Processing	Transcription
wolf_VS_human	wolf	human	63	32027002	26	68926211	wolf	5.00E-14	5.47E-11	Spliceosome 1	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	9420	32027002	4648	68926211	wolf	0	0	Staphylococcus aureus infection	Human Diseases	Infectious disease: bacterial
wolf_VS_human	wolf	human	207396	32027002	632069	68926211	wolf	0	0	Starch and sucrose metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	117	32027002	12	68926211	wolf	1.30E-44	2.03E-41	Staurosporine biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	1891	32027002	266	68926211	wolf	0	0	Steroid degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_human	wolf	human	1390	32027002	4268	68926211	wolf	2.91E-32	4.17E-29	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	7510	32027002	5463	68926211	wolf	0	0	" Stilbenoid, diarylheptanoid and gingerol biosynthesis "	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	83309	32027002	187206	68926211	wolf	2.17E-25	2.89E-22	Streptomycin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	58635	32027002	141062	68926211	wolf	1.04E-115	2.10E-112	Structural proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
wolf_VS_human	wolf	human	17157	32027002	6479	68926211	wolf	0	0	Styrene degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_human	wolf	human	78007	32027002	222836	68926211	wolf	0	0	Sulfur metabolism	Metabolism	Energy metabolism
wolf_VS_human	wolf	human	3	32027002	59	68926211	wolf	3.41E-07	0.000277193	Synaptic vesicle cycle	Organismal Systems	Nervous system
wolf_VS_human	wolf	human	11669	32027002	14414	68926211	wolf	0	0	Synthesis and degradation of ketone bodies	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	48	32027002	3	68926211	wolf	7.96E-21	1.00E-17	Systemic lupus erythematosus	Human Diseases	Immune disease
wolf_VS_human	wolf	human	0	32027002	64	68926211	wolf	3.39E-11	3.38E-08	T cell receptor signaling pathway	Organismal Systems	Immune system
wolf_VS_human	wolf	human	1	32027002	90	68926211	wolf	4.53E-14	4.96E-11	TNF signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	40933	32027002	62113	68926211	wolf	0	0	Taurine and hypotaurine metabolism	Metabolism	Metabolism of other amino acids
wolf_VS_human	wolf	human	150852	32027002	267879	68926211	wolf	0	0	Terpenoid backbone biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_human	wolf	human	64	32027002	596	68926211	wolf	3.79E-41	5.81E-38	Tetracycline biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_human	wolf	human	7559	32027002	15043	68926211	wolf	3.29E-08	2.85E-05	Th17 cell differentiation	Organismal Systems	Immune system
wolf_VS_human	wolf	human	136043	32027002	270920	68926211	wolf	4.59E-120	9.32E-117	Thiamine metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	11139	32027002	20524	68926211	wolf	3.66E-39	5.53E-36	Thyroid hormone signaling pathway	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	7220	32027002	6627	68926211	wolf	0	0	Thyroid hormone synthesis	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	1135	32027002	4619	68926211	wolf	1.52E-92	2.91E-89	Toluene degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_human	wolf	human	77299	32027002	78626	68926211	wolf	0	0	Transcription	Not Included in Pathway or Brite	Unclassified: genetic information processing
wolf_VS_human	wolf	human	445660	32027002	1430663	68926211	wolf	0	0	Transcription factors	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	282484	32027002	722790	68926211	wolf	0	0	Transcription machinery	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	747132	32027002	1522728	68926211	wolf	0	0	Transfer RNA biogenesis	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	291121	32027002	416377	68926211	wolf	0	0	Translation factors	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	121182	32027002	252398	68926211	wolf	7.35E-21	9.27E-18	Transport	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
wolf_VS_human	wolf	human	2108308	32027002	4794196	68926211	wolf	0	0	Transporters	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_human	wolf	human	37289	32027002	41821	68926211	wolf	0	0	Tryptophan metabolism	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	41534	32027002	76075	68926211	wolf	1.38E-151	2.94E-148	Tuberculosis	Human Diseases	Infectious disease: bacterial
wolf_VS_human	wolf	human	146082	32027002	417689	68926211	wolf	0	0	Two-component system	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	358099	32027002	977173	68926211	wolf	0	0	Two-component system	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_human	wolf	human	19841	32027002	25523	68926211	wolf	0	0	Type I diabetes mellitus	Human Diseases	Endocrine and metabolic disease
wolf_VS_human	wolf	human	15213	32027002	20843	68926211	wolf	0	0	Type II diabetes mellitus	Human Diseases	Endocrine and metabolic disease
wolf_VS_human	wolf	human	45829	32027002	88598	68926211	wolf	9.07E-77	1.66E-73	Tyrosine metabolism	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	27403	32027002	78226	68926211	wolf	0	0	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	141	32027002	732	68926211	wolf	1.06E-25	1.41E-22	Ubiquitin mediated proteolysis	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_human	wolf	human	832	32027002	7163	68926211	wolf	0	0	Ubiquitin system	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	13	32027002	418	68926211	wolf	7.13E-52	1.17E-48	VEGF signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	58020	32027002	233513	68926211	wolf	0	0	" Valine, leucine and isoleucine biosynthesis "	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	63487	32027002	111445	68926211	wolf	0	0	" Valine, leucine and isoleucine degradation "	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	92024	32027002	171590	68926211	wolf	1.68E-266	4.07E-263	Vancomycin resistance	Human Diseases	Drug resistance: antimicrobial
wolf_VS_human	wolf	human	13184	32027002	19478	68926211	wolf	5.55E-237	1.31E-233	Various types of N-glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	55	32027002	2	68926211	wolf	2.85E-25	3.79E-22	Vasopressin-regulated water reabsorption	Organismal Systems	Excretory system
wolf_VS_human	wolf	human	36	32027002	420	68926211	wolf	1.64E-34	2.39E-31	Vibrio cholerae infection	Human Diseases	Infectious disease: bacterial
wolf_VS_human	wolf	human	15717	32027002	20462	68926211	wolf	0	0	Viral carcinogenesis	Human Diseases	Cancer: overview
wolf_VS_human	wolf	human	180	32027002	179	68926211	wolf	4.72E-13	5.04E-10	Viral myocarditis	Human Diseases	Cardiovascular disease
wolf_VS_human	wolf	human	924	32027002	1440	68926211	wolf	4.32E-14	4.73E-11	Viral proteins	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_human	wolf	human	33747	32027002	94889	68926211	wolf	0	0	Vitamin B6 metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	100	32027002	0	68926211	wolf	1.38E-50	2.25E-47	Vitamin digestion and absorption	Organismal Systems	Digestive system
wolf_VS_human	wolf	human	85	32027002	29	68926211	wolf	7.85E-21	9.88E-18	Wnt signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	6297	32027002	10908	68926211	wolf	6.06E-42	9.34E-39	Xylene degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_human	wolf	human	255	32027002	1284	68926211	wolf	1.30E-41	2.00E-38	Yersinia infection	Human Diseases	Infectious disease: bacterial
wolf_VS_human	wolf	human	11452	32027002	20877	68926211	wolf	1.78E-45	2.82E-42	Zeatin biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_human	wolf	human	2542	32027002	2816	68926211	wolf	1.63E-126	3.35E-123	alpha-Linolenic acid metabolism	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	38987	32027002	91326	68926211	wolf	4.14E-45	6.51E-42	beta-Alanine metabolism	Metabolism	Metabolism of other amino acids
wolf_VS_human	wolf	human	93860	32027002	244251	68926211	wolf	0	0	beta-Lactam resistance	Human Diseases	Drug resistance: antimicrobial
wolf_VS_human	wolf	human	16	32027002	388	68926211	wolf	1.80E-44	2.82E-41	cGMP-PKG signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	201	32027002	94	68926211	wolf	1.76E-37	2.63E-34	mRNA surveillance pathway	Genetic Information Processing	Translation
wolf_VS_human	wolf	human	196	32027002	190	68926211	wolf	1.24E-14	1.37E-11	p53 signaling pathway	Cellular Processes	Cell growth and death
wolf_VS_macaque	wolf	macaque	605356	32027002	273620	17719628	wolf	0	0	ABC transporters	Environmental Information Processing	Membrane transport
wolf_VS_macaque	wolf	macaque	0	32027002	422	17719628	wolf	6.49E-190	1.46E-186	AGE-RAGE signaling pathway in diabetic complications	Human Diseases	Endocrine and metabolic disease
wolf_VS_macaque	wolf	macaque	13380	32027002	8480	17719628	wolf	2.10E-22	2.71E-19	AMPK signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_macaque	wolf	macaque	24405	32027002	15963	17719628	wolf	4.78E-60	8.31E-57	Acarbose and validamycin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_macaque	wolf	macaque	0	32027002	14	17719628	wolf	5.29E-07	0.000426586	Acute myeloid leukemia	Human Diseases	Cancer: specific types
wolf_VS_macaque	wolf	macaque	272	32027002	29	17719628	wolf	5.16E-25	6.85E-22	Adherens junction	Cellular Processes	Cellular community - eukaryotes
wolf_VS_macaque	wolf	macaque	13957	32027002	12066	17719628	wolf	3.57E-277	8.74E-274	Adipocytokine signaling pathway	Organismal Systems	Endocrine system
wolf_VS_macaque	wolf	macaque	0	32027002	21	17719628	wolf	3.85E-10	3.68E-07	Adrenergic signaling in cardiomyocytes	Organismal Systems	Circulatory system
wolf_VS_macaque	wolf	macaque	525	32027002	186	17719628	wolf	7.46E-08	6.35E-05	African trypanosomiasis	Human Diseases	Infectious disease: parasitic
wolf_VS_macaque	wolf	macaque	221901	32027002	129954	17719628	wolf	1.10E-59	1.91E-56	"Alanine, aspartate and glutamate metabolism "	Metabolism	Amino acid metabolism
wolf_VS_macaque	wolf	macaque	657	32027002	12	17719628	wolf	1.78E-106	3.50E-103	Alcoholism	Human Diseases	Substance dependence
wolf_VS_macaque	wolf	macaque	0	32027002	15	17719628	wolf	1.89E-07	0.000156285	Aldosterone-regulated sodium reabsorption	Organismal Systems	Excretory system
wolf_VS_macaque	wolf	macaque	5	32027002	107	17719628	wolf	1.63E-41	2.52E-38	Aldosterone synthesis and secretion	Organismal Systems	Endocrine system
wolf_VS_macaque	wolf	macaque	16063	32027002	9511	17719628	wolf	1.74E-07	0.000144684	Alzheimer disease	Human Diseases	Neurodegenerative disease
wolf_VS_macaque	wolf	macaque	54176	32027002	13202	17719628	wolf	0	0	Amino acid metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
wolf_VS_macaque	wolf	macaque	367248	32027002	196947	17719628	wolf	2.32E-29	3.21E-26	Amino acid related enzymes	Brite Hierarchies	Protein families: metabolism
wolf_VS_macaque	wolf	macaque	330626	32027002	177637	17719628	wolf	1.03E-23	1.35E-20	Amino sugar and nucleotide sugar metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_macaque	wolf	macaque	304906	32027002	151363	17719628	wolf	5.88E-266	1.42E-262	Aminoacyl-tRNA biosynthesis	Genetic Information Processing	Translation
wolf_VS_macaque	wolf	macaque	27215	32027002	10778	17719628	wolf	2.15E-198	4.89E-195	Aminobenzoate degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_macaque	wolf	macaque	6298	32027002	4977	17719628	wolf	2.31E-77	4.24E-74	Amoebiasis	Human Diseases	Infectious disease: parasitic
wolf_VS_macaque	wolf	macaque	655	32027002	21	17719628	wolf	1.55E-95	2.99E-92	Amphetamine addiction	Human Diseases	Substance dependence
wolf_VS_macaque	wolf	macaque	51248	32027002	29711	17719628	wolf	1.54E-10	1.50E-07	Antifolate resistance	Human Diseases	Drug resistance: antineoplastic
wolf_VS_macaque	wolf	macaque	118005	32027002	55883	17719628	wolf	8.26E-206	1.89E-202	Antimicrobial resistance genes	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	23	32027002	101	17719628	wolf	1.48E-25	1.98E-22	Apelin signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_macaque	wolf	macaque	3474	32027002	4985	17719628	wolf	0	0	Apoptosis	Cellular Processes	Cell growth and death
wolf_VS_macaque	wolf	macaque	8404	32027002	2876	17719628	wolf	1.68E-117	3.40E-114	Apoptosis - fly	Cellular Processes	Cell growth and death
wolf_VS_macaque	wolf	macaque	180	32027002	954	17719628	wolf	8.60E-249	2.05E-245	Apoptosis - multiple species	Cellular Processes	Cell growth and death
wolf_VS_macaque	wolf	macaque	7295	32027002	3720	17719628	wolf	4.91E-05	0.033538573	Arachidonic acid metabolism	Metabolism	Lipid metabolism
wolf_VS_macaque	wolf	macaque	115282	32027002	54088	17719628	wolf	1.76E-224	4.11E-221	Arginine and proline metabolism	Metabolism	Amino acid metabolism
wolf_VS_macaque	wolf	macaque	122706	32027002	71343	17719628	wolf	5.93E-26	7.97E-23	Arginine biosynthesis	Metabolism	Amino acid metabolism
wolf_VS_macaque	wolf	macaque	40668	32027002	16446	17719628	wolf	5.80E-263	1.40E-259	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_macaque	wolf	macaque	15755	32027002	1345	17719628	wolf	0	0	Atrazine degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_macaque	wolf	macaque	2765	32027002	729	17719628	wolf	2.15E-80	3.97E-77	Autophagy - yeast	Cellular Processes	Transport and catabolism
wolf_VS_macaque	wolf	macaque	20	32027002	45	17719628	wolf	6.37E-08	5.44E-05	Axon guidance	Organismal Systems	Development and regeneration
wolf_VS_macaque	wolf	macaque	7558	32027002	3150	17719628	wolf	4.39E-42	6.78E-39	Axon regeneration	Organismal Systems	Development and regeneration
wolf_VS_macaque	wolf	macaque	0	32027002	23	17719628	wolf	4.89E-11	4.85E-08	B cell receptor signaling pathway	Organismal Systems	Immune system
wolf_VS_macaque	wolf	macaque	41823	32027002	38688	17719628	wolf	0	0	Bacterial chemotaxis	Cellular Processes	Cell motility
wolf_VS_macaque	wolf	macaque	1775	32027002	2019	17719628	wolf	4.32E-108	8.55E-105	Bacterial invasion of epithelial cells	Human Diseases	Infectious disease: bacterial
